"date","avg","min","max"
19530608,19.2,11.9,26.5
19530609,16.6,14.1,19.3
19530610,15.4,13.1,17.6
19530611,14,12.2,16.6
19530612,17.3,12.1,22.6
19530613,15.5,13.5,18.1
19530614,16.9,12.3,21.6
19530615,15.9,12.8,20.5
19530616,16,11.8,20.5
19530617,15.3,11.6,19.2
19530618,14.2,11.6,18.7
19530619,15.7,10.2,21.1
19530620,19.3,13.7,24.3
19530621,21.7,13.4,28.5
19530622,20.8,16.4,25.2
19530623,18.2,16.9,20.5
19530624,19.1,15.7,25.8
19530625,18.6,14.7,23.8
19530626,19.2,16.2,23.2
19530627,19.8,17.1,25.4
19530628,20.1,14.7,25.6
19530629,21.4,13.5,27.7
19530630,22.3,14.6,28.9
19530701,21.7,16.7,29.3
19530702,20.4,16.2,26.6
19530703,20,16.5,24.9
19530704,18.8,13.1,23.1
19530705,17,13,20.9
19530706,17.5,12.8,20.9
19530707,19.4,15.5,23.8
19530708,16.9,12.7,20.4
19530709,15.1,10.9,19.4
19530710,14.1,10.5,18.3
19530711,14.4,10.7,17.7
19530712,16.7,11.6,20.7
19530713,14.9,12.8,18.5
19530714,14.7,12.4,18.7
19530715,14.8,12.9,18.8
19530716,16.5,12.4,21.8
19530717,18.3,13.9,22.7
19530718,16.9,13.3,20.8
19530719,15.4,12.4,19.4
19530720,15.4,12.7,19.2
19530721,22.2,14.2,29.1
19530722,18.9,14.9,21.3
19530723,16.6,12.3,20.6
19530724,16.8,11.3,22.8
19530725,21.2,12.4,28.1
19530726,18.9,14.6,22.6
19530727,15.2,12.8,18.1
19530728,15.9,10.8,20.2
19530729,15.8,9,21.1
19530730,14.6,11.6,18.1
19530731,13.1,10.3,15.8
19530801,14.3,8.4,18.9
19530802,14.8,9.8,19.9
19530803,13.4,7.7,18.5
19530804,16.6,10.1,22.1
19530805,16.4,12.9,18.9
19530806,15.5,12.1,19.6
19530807,15.1,9.3,20.2
19530808,14.7,5.9,21.5
19530809,17.6,8.3,25.7
19530810,20.5,14.3,27.5
19530811,18.6,11.6,25.6
19530812,23.3,14.9,32.5
19530813,23.1,16.5,32.7
19530814,20.6,13.5,27.6
19530815,21.3,16.5,28.3
19530816,17.8,12.1,21.3
19530817,16.3,10,22.5
19530818,17.1,12.2,24.4
19530819,16.6,11,22.5
19530820,18,13.7,22.7
19530821,15.1,11.2,17.7
19530822,14,11.2,18.6
19530823,15.4,11,19.3
19530824,16.2,13.5,20.6
19530825,14.5,12,17.5
19530826,14.3,10.8,19
19530827,14.1,9.4,18.9
19530828,14.8,9.7,20
19530829,14.3,12.8,17.8
19530830,17.7,15.3,20.9
19530831,15.8,13.5,18.5
19530901,18,12.3,24.2
19530902,19.2,11.3,26.2
19530903,14.6,11.6,17.5
19530904,13.2,9.3,16.4
19530905,12.3,7.2,17.4
19530906,12.7,5.3,19.2
19530907,15.5,8.6,23.5
19530908,15.8,6.7,24.5
19530909,13.5,8.7,18.4
19530910,12,7.5,15.9
19530911,12,7.3,15.6
19530912,13.5,10.7,16.8
19530913,12.1,7.2,16.3
19530914,11.3,5.1,19
19530915,14,7.7,20.8
19530916,15.6,9.9,22.2
19530917,15.6,11.6,19.8
19530918,14.6,11.1,19.7
19530919,14.4,10.6,20.6
19530920,13.8,11.2,17.7
19530921,13.7,10.9,16.5
19530922,12.5,10.9,13.9
19530923,13.8,11.2,17.8
19530924,12.9,9.4,17.2
19530925,13.4,8.2,19.2
19530926,13,8,20.5
19530927,16.6,9.5,23.3
19530928,14.6,9.3,19.5
19530929,12,6.3,18.3
19530930,14.1,10.9,17.2
19531001,15.4,13.3,19
19531002,15,10.3,19.7
19531003,11.7,8.6,15.7
19531004,10.4,6.7,13.5
19531005,9.2,5,14.5
19531006,10.1,7.8,13
19531007,10.2,5.1,14.2
19531008,9.6,3.7,15.1
19531009,10.6,7.4,14.4
19531010,9.6,4.5,15.8
19531011,10.3,3.1,19.2
19531012,11.1,3.9,19.1
19531013,14.5,8.9,18.9
19531014,14.9,13,16.8
19531015,13.5,11.8,15.8
19531016,13,11.8,15.2
19531017,11.3,9.5,13.2
19531018,9.6,3.9,15.9
19531019,10.9,6,14.1
19531020,13.7,12.4,15.5
19531021,13.1,10.6,14.8
19531022,8.4,3.7,11.4
19531023,13.5,10.1,17.8
19531024,12.8,9.2,16.1
19531025,12.8,8.7,18.9
19531026,11.7,9.1,15
19531027,11.7,7.4,16.5
19531028,12.7,10.1,15.7
19531029,10.1,6.7,14
19531030,7.2,4.9,8.7
19531031,8.3,6,11.2
19531101,11.3,7.2,15.3
19531102,8.8,4,11.4
19531103,6.4,3.4,9.8
19531104,6.1,2.5,9.2
19531105,5.5,3.2,8.2
19531106,6.5,2.7,10.8
19531107,6.4,1.9,10.3
19531108,9.4,7.2,11.4
19531109,8.7,6.4,11.7
19531110,7.6,4.1,11.7
19531111,5.9,2.7,8.9
19531112,8.6,5.3,11.1
19531113,9.6,8,12.3
19531114,10.4,8.8,11.6
19531115,9.9,7.9,11.4
19531116,8.3,4.5,11.7
19531117,6.9,3.1,12.7
19531118,4,1.6,6.7
19531119,5.8,4.4,7.3
19531120,7.9,4.8,10.1
19531121,7.3,6.1,8.6
19531122,6.7,5.3,7.9
19531123,2.6,-1.9,6.1
19531124,0.9,-2.5,5.3
19531125,0.2,-2.2,4.2
19531126,3.4,0.7,6.1
19531127,7.3,2.4,10.7
19531128,10,6.1,13.5
19531129,10.1,8.3,12
19531130,10.3,8.1,11.8
19531201,7.4,5.6,9.8
19531202,10.6,8.2,14
19531203,11.6,9.4,14
19531204,13.3,10.4,16.3
19531205,9.1,5.1,11.7
19531206,7.2,5.5,9.1
19531207,5.6,3.2,7
19531208,4.7,1,7.9
19531209,8.2,5.6,10.8
19531210,7.6,6.6,8.9
19531211,5.9,2.9,8.6
19531212,4.1,-0.5,6.2
19531213,2.1,-0.8,6.2
19531214,3.2,0.2,6.2
19531215,8.5,5,11.4
19531216,6.2,1.2,8.9
19531217,1.5,-0.3,3
19531218,2.3,-0.4,4.9
19531219,2.8,1,4.5
19531220,1.3,-0.1,2.8
19531221,0.7,-1,2.6
19531222,2.7,0.1,4.7
19531223,5.8,3.2,8
19531224,5.8,2.3,7.6
19531225,3.7,1.7,6.3
19531226,1.4,-1.9,5.2
19531227,5.2,2.5,7.7
19531228,3.8,2.1,6.9
19531229,1.9,-3.4,5.8
19531230,-1.7,-4.5,1.4
19531231,-3.6,-7,-1.4
19540101,-1.9,-6.4,0.9
19540102,-3.9,-8.8,0.1
19540103,0.6,-0.6,3.2
19540104,-0.4,-1.7,0.9
19540105,-3.3,-8.1,0.2
19540106,-8.7,-10.4,-6.7
19540107,-6.5,-10.4,-4
19540108,-4.9,-10,0.7
19540109,0.8,-3.2,3.5
19540110,1.9,-0.6,4.5
19540111,5.2,3.7,6.6
19540112,5.6,3.5,6.8
19540113,4.6,3.2,6.2
19540114,3.3,0,6
19540115,8.5,5,12.8
19540116,6.5,3.6,8.2
19540117,3.6,1.1,6.7
19540118,3.4,-0.3,7.4
19540119,3.6,1.8,8.1
19540120,7.3,3.6,9.8
19540121,2.9,-1.2,6.5
19540122,-0.2,-2.7,1.6
19540123,-1.8,-5.7,0.9
19540124,-4.2,-7.1,1.6
19540125,-5.2,-9.4,0
19540126,-8.5,-11.9,-5.6
19540127,-9,-12.9,-4.1
19540128,-9.3,-13.2,-4.9
19540129,-6.6,-10.2,-2.4
19540130,-8,-11.5,-3.2
19540131,-10.3,-14.2,-5.3
19540201,-11.8,-15.7,-7.6
19540202,-9.7,-14,-4
19540203,-6.9,-12.2,-1.7
19540204,-8.3,-11.4,-2.8
19540205,-6.7,-12,-0.5
19540206,-5.4,-10.3,1.2
19540207,-3.5,-8.7,0.7
19540208,0.3,-2,4.2
19540209,-2.8,-5.5,1
19540210,-2.5,-6.1,1.2
19540211,1.2,-0.7,3.8
19540212,0.2,-2.3,4.6
19540213,5.3,3.4,7.8
19540214,3.3,-0.6,7.7
19540215,0.7,-0.6,2.2
19540216,-1.1,-2.7,0.7
19540217,-1.9,-4.9,1
19540218,0.5,-1.7,3.8
19540219,-0.2,-1.9,1.1
19540220,-0.7,-4.3,2
19540221,-2.8,-8.2,3
19540222,2.1,-2.5,5.1
19540223,5.1,2,9.2
19540224,4.2,1.9,7.2
19540225,5.6,3.2,8.3
19540226,4.2,1.3,7.8
19540227,2.9,-0.4,6
19540228,1.6,-1.7,6.7
19540301,-0.3,-3.3,3
19540302,-0.1,-2.5,1.4
19540303,4.6,-0.1,7.8
19540304,4,1.6,6.7
19540305,2.7,0.6,4.4
19540306,4.3,2.2,7
19540307,6.1,3.7,8
19540308,8.4,6.2,11.7
19540309,9.3,4.8,15.9
19540310,8.7,2.6,16.6
19540311,7.3,1.9,14.9
19540312,2.5,0.3,6.4
19540313,2,0.2,3.8
19540314,2.3,0.6,3.9
19540315,1.7,0.1,3
19540316,2,-1.3,5.2
19540317,3,-2.1,7.4
19540318,-0.2,-4,3.9
19540319,5.2,-0.3,10
19540320,9.2,5.4,14.3
19540321,10,6.1,14.3
19540322,11.9,6.1,18.6
19540323,12.9,7.7,18.7
19540324,8.6,3.7,13.4
19540325,5.2,2.6,8.8
19540326,6.5,4,9.1
19540327,5.9,3.1,11.1
19540328,7,1.8,11.9
19540329,7.9,5.8,11.3
19540330,9.1,5.6,14.3
19540331,7.7,4.5,11.7
19540401,5.4,2.5,7
19540402,7.3,1.7,11
19540403,10.4,7.7,13
19540404,9.2,3.9,12
19540405,6,2.3,10.4
19540406,4.3,-1,10.1
19540407,4.1,-0.2,8.7
19540408,4.6,-1.9,11.5
19540409,5.6,-1.1,11.9
19540410,4.4,-1.6,10.5
19540411,4.4,-1.2,10.5
19540412,6.3,-0.4,10.7
19540413,6.8,2.8,11.5
19540414,8.2,3.5,11.9
19540415,7,3.6,10.1
19540416,5.1,0.3,10.2
19540417,4.9,-0.8,10.8
19540418,3.6,-3,8.7
19540419,4.9,0.3,10.3
19540420,6.3,2.3,9.9
19540421,8.1,2.1,14.4
19540422,6.7,0.8,13.5
19540423,9,2.3,15.9
19540424,7.3,0.2,14.5
19540425,8.9,1.8,15.1
19540426,8.4,2,15.1
19540427,5.8,0.5,10.8
19540428,5.8,-2,13.2
19540429,6.4,-1.2,13.3
19540430,10.2,1.2,16.9
19540501,12.6,5.9,18.9
19540502,10.2,4.6,15.1
19540503,9.3,3.8,14.2
19540504,8.8,4.4,15
19540505,8.7,3.4,15.3
19540506,9.9,5.9,14.7
19540507,9.1,3.7,14.5
19540508,9.4,0.9,16.1
19540509,16,5.5,24.6
19540510,20,12.2,28.2
19540511,20,12.2,27.6
19540512,18.5,10.6,27.3
19540513,16.5,9.7,23.8
19540514,13.1,6.3,19.4
19540515,12.4,5.1,19.9
19540516,9.9,5.8,15.4
19540517,8.8,3,14.1
19540518,8.1,2.6,11.9
19540519,9,5.4,13
19540520,7.9,5.2,10.4
19540521,8,5.4,11.5
19540522,8.7,5.3,12.8
19540523,11.1,4.2,18
19540524,12.9,5.3,18.5
19540525,17,8.6,24.6
19540526,20.4,12.1,27.9
19540527,21.1,12.3,29.1
19540528,21.3,14.1,28
19540529,14.1,10.6,17.2
19540530,11.5,10,13.4
19540531,11.3,8.2,15.1
19540601,13.3,8.8,18.4
19540602,14.2,11.2,17.7
19540603,16.1,8.6,23.2
19540604,18.1,11,24.2
19540605,18.7,10.7,25.4
19540606,14.9,10.8,17.3
19540607,13.9,9,19.3
19540608,17.4,10.1,24.1
19540609,15.7,13,19
19540610,14.8,12.3,17.6
19540611,14.1,9.7,18.8
19540612,15.2,8.3,19.8
19540613,15.2,11.6,20.5
19540614,12.3,8,15.1
19540615,13.3,6.3,19.3
19540616,16.3,9.5,20.8
19540617,16.8,13,20.8
19540618,18.7,14.7,23.3
19540619,23.1,15.2,29.7
19540620,22.7,17.2,29.9
19540621,16,12.9,18.4
19540622,15.4,11.2,18.6
19540623,15,9.3,20.6
19540624,16.7,10.5,22.5
19540625,14.5,12.9,16.8
19540626,15.3,11.9,18.9
19540627,13.5,9.3,17.5
19540628,11.4,8.7,13.6
19540629,12.4,7.1,15.8
19540630,12.4,5.2,18.4
19540701,14.7,9.1,19.6
19540702,14.7,11.5,19.2
19540703,13.9,10.9,16.5
19540704,14.4,10.2,19.2
19540705,12.8,8.9,16.9
19540706,11,7.9,15.4
19540707,11.8,6.4,17.3
19540708,13.6,7.1,19.9
19540709,15.3,7.4,21.1
19540710,15.6,8,20.1
19540711,16.6,13.3,20.7
19540712,14.3,13.1,15.4
19540713,13.6,9.9,15.4
19540714,13.5,9.5,17
19540715,12.5,9.6,16.1
19540716,13.2,8.1,17.1
19540717,13.9,11.6,15.9
19540718,14.5,12.3,17.2
19540719,14,10.5,17.1
19540720,15.4,7.3,21.6
19540721,14.7,10.1,19.9
19540722,13,9.5,16.7
19540723,14.1,9.7,18.5
19540724,15.3,12.4,17.3
19540725,16.8,15.1,19.3
19540726,16.7,14,20.1
19540727,15.7,12.6,19.2
19540728,12.7,10.1,16.5
19540729,15,11.8,19
19540730,13.7,10.8,16.8
19540731,14,11.2,16.9
19540801,16.5,12.1,21.2
19540802,19.3,14.1,25.2
19540803,21.2,14.4,28.3
19540804,20.2,15,26.6
19540805,19.8,12.9,26.4
19540806,20.9,16.2,26.3
19540807,16.4,14.1,20.2
19540808,14.3,11,16.9
19540809,15.4,9.5,20.7
19540810,14.3,11.9,18
19540811,14.1,11.5,17.7
19540812,14.2,10.6,17.1
19540813,17,14.3,20.8
19540814,15.9,13.7,19.2
19540815,13,10.4,17.3
19540816,14.1,9.4,19.3
19540817,15.2,10,21
19540818,16.5,13.2,19.4
19540819,14,12.5,15.7
19540820,14.4,11.3,18.5
19540821,13.9,12.1,15.4
19540822,14.1,12.6,16.1
19540823,13.4,12.1,14.8
19540824,13.3,12,15
19540825,15,11.6,21.4
19540826,16.6,10.5,23.2
19540827,16.7,11.2,23.4
19540828,16.1,10.6,22.9
19540829,15.4,9.4,19.8
19540830,16.2,14.4,19.8
19540831,17.2,14.8,21.7
19540901,20.4,13.1,28.7
19540902,20.2,16,24.4
19540903,19.8,14.1,25.7
19540904,20.2,14.3,25.9
19540905,16.2,13.3,19.7
19540906,17,14.1,20.6
19540907,17.8,14.4,22.3
19540908,15.2,11,19.6
19540909,16.2,11.9,21.2
19540910,15.9,12.5,19.8
19540911,15.9,13.1,20.2
19540912,13.5,10.4,17.3
19540913,12.8,10.3,17.4
19540914,13.4,8.6,18.3
19540915,12.5,8,15.9
19540916,15.1,12.2,18.1
19540917,13,9.7,16.3
19540918,13.1,10.9,16.2
19540919,13,10,17.8
19540920,13.3,9.7,16.5
19540921,10.3,8.3,13.6
19540922,10.2,6.7,14.5
19540923,10.3,5.7,15
19540924,13.8,8.1,18.2
19540925,13.9,10.3,16.5
19540926,10.3,7.3,12.9
19540927,8.7,4,12.3
19540928,8,4.5,12
19540929,6.9,4.6,9.9
19540930,8,3.6,12.8
19541001,11.5,8.3,15.1
19541002,15.1,13.1,17.6
19541003,14.8,10.3,21.2
19541004,12.7,8.5,15.9
19541005,11.9,8.1,14.8
19541006,12.4,8.9,16
19541007,9.5,5.4,11.8
19541008,7.8,3.7,11.6
19541009,9.4,6.9,13.4
19541010,8.5,5.8,10.5
19541011,9.9,6.7,14
19541012,10.4,6.5,14.6
19541013,12.4,10.2,14.2
19541014,13,10.1,16.2
19541015,12.3,8.4,16.6
19541016,13.8,10.3,16.1
19541017,15.1,13.4,17.3
19541018,15.9,13.2,18.3
19541019,14.6,12.5,17.5
19541020,12.3,10.3,14.1
19541021,11.2,9.9,13.6
19541022,11.6,9.7,14.4
19541023,10.6,7.5,12.9
19541024,13.7,9,17.9
19541025,7.8,3.7,10.3
19541026,5.6,2.3,10
19541027,9.6,2.9,13.9
19541028,13.1,10.1,15.8
19541029,13.1,9.7,16.3
19541030,10.9,7.1,13.2
19541031,8.7,6.3,12.3
19541101,9.3,6.7,13.2
19541102,8.6,5.5,12.6
19541103,7.4,3.1,9.7
19541104,7.3,3.4,11.1
19541105,7.6,4.9,12.9
19541106,10,3,15.1
19541107,9.2,4.6,13
19541108,5.9,2.9,9.3
19541109,6.8,2.6,9.9
19541110,4.4,1.1,7.9
19541111,7.5,3.3,10.4
19541112,10.2,5,13.4
19541113,5.8,3.5,9.5
19541114,6.3,3.1,9.8
19541115,3.6,-0.1,7.7
19541116,3.4,-0.4,5.9
19541117,5.6,3.9,7.9
19541118,6.1,4.2,8.7
19541119,3.9,0.4,7
19541120,0.3,-2.7,3.5
19541121,-1.1,-3.6,2.8
19541122,1.5,-1.9,4.5
19541123,6.3,2.6,11.7
19541124,5.1,2.4,8.6
19541125,5.6,1.6,8.9
19541126,8.3,6.5,10.1
19541127,9.6,6.9,11.7
19541128,10.1,7.5,11.9
19541129,8.4,6.6,10.7
19541130,10.6,8.3,12.9
19541201,7.6,4.4,10.3
19541202,8.2,4,11.4
19541203,10.2,6.1,12.9
19541204,8.8,6.4,12.3
19541205,5,1.8,7.2
19541206,2.5,0.4,6
19541207,0.4,-1.1,1.6
19541208,0.4,-1.2,2
19541209,6.8,2.1,9.1
19541210,5.8,1,8.8
19541211,1.6,-0.9,3.9
19541212,4.2,1.9,6.2
19541213,4.5,3.1,6.6
19541214,4.9,3.1,7.1
19541215,7.3,1.2,11.2
19541216,1.9,0.2,3.4
19541217,1.1,-1.2,3.6
19541218,2.8,1.5,4.3
19541219,5.1,2.9,6.9
19541220,6.9,3,9.2
19541221,5,3.2,7.4
19541222,5.3,3.4,7.2
19541223,4.9,0.6,10
19541224,3.1,0.3,6.2
19541225,3.7,0.1,8
19541226,8,5.5,9.5
19541227,8.8,6.8,10.5
19541228,9.4,7.7,10.8
19541229,8.4,7.3,9.5
19541230,4.5,-1.4,8.3
19541231,0.5,-1.6,3.5
19550101,0.8,-2.2,1.7
19550102,-0.7,-2.5,1.4
19550103,-0.8,-1.9,0.3
19550104,-2.2,-4.1,-0.1
19550105,-2.9,-5,-0.5
19550106,-4.5,-6.2,-2.9
19550107,-5.1,-7.2,-2.6
19550108,-4,-5.7,-2.5
19550109,-3.1,-4.1,-2
19550110,0,-3.3,4.4
19550111,2.4,-1.1,8.1
19550112,-1.2,-2.7,0.2
19550113,-0.6,-2.1,1
19550114,-2.6,-5.3,-0.8
19550115,-1.8,-6.6,2.5
19550116,5.3,-1.1,8.5
19550117,-1.7,-3.5,-0.3
19550118,-1,-4.5,1.9
19550119,-1.4,-3.3,1.5
19550120,-3,-6.3,1.3
19550121,-0.7,-5.5,3.2
19550122,1.4,0.3,2.8
19550123,-0.7,-5.1,1.3
19550124,-2.4,-4.7,-1
19550125,-1.2,-2.3,-0.2
19550126,-1,-3.2,1.4
19550127,1.4,-2.1,5.1
19550128,5.9,1.5,10.1
19550129,7.8,4.2,13.1
19550130,6.8,4.3,9.3
19550131,8.2,6.3,10.2
19550201,7.8,4.6,11.7
19550202,6.1,4.1,7.9
19550203,6.4,4.1,9.1
19550204,5,3.7,6.1
19550205,4.4,1.6,7.3
19550206,2.1,-0.9,4.2
19550207,1.1,-0.9,4
19550208,6.7,3.6,8.8
19550209,3.9,0.5,6.8
19550210,0.9,-0.8,2.8
19550211,0.8,-1.2,4
19550212,-0.3,-1.8,1.8
19550213,-2.7,-8.5,-0.4
19550214,-2.9,-8.5,1.2
19550215,-5,-9.1,0
19550216,-2.7,-8.2,0.6
19550217,-1.6,-5.3,0.6
19550218,-3.8,-8.3,1.6
19550219,-2.2,-5.2,1.4
19550220,-2.9,-5.8,-0.3
19550221,-3.9,-7.9,0.8
19550222,-4.7,-8.9,1.2
19550223,-3.9,-7.9,1.5
19550224,-3.7,-7,0.4
19550225,-4.4,-8.1,0.9
19550226,-5.8,-9.6,-0.4
19550227,-4.8,-10.2,1
19550228,-3.1,-6.9,0.7
19550301,-3.8,-10,3.1
19550302,-2.4,-8.4,4.3
19550303,1,-5.7,9.7
19550304,1.9,-0.9,6.2
19550305,1.1,-0.9,3.4
19550306,1,-1.6,4.7
19550307,-1.3,-4.8,0.2
19550308,-2.1,-5,0.2
19550309,-2.4,-7.3,3
19550310,-1.4,-4.9,3
19550311,-1.1,-5.8,3.6
19550312,-1,-3.9,3.2
19550313,-1.1,-4.9,4.1
19550314,2.5,-1.6,7.4
19550315,4.1,1.8,7.4
19550316,3.2,-0.3,7.2
19550317,0.8,-1.9,3.9
19550318,-0.1,-3.5,2.9
19550319,-1.8,-5.5,0.5
19550320,-1.6,-7.1,3.2
19550321,-0.5,-3.3,1.5
19550322,2.6,-2.3,8.2
19550323,7.4,1.7,12.8
19550324,11.4,7.5,18.2
19550325,10.4,5,16.3
19550326,13,9.5,17.1
19550327,5,-1.4,11.5
19550328,1.4,-3.4,6.8
19550329,0.4,-3.1,4.7
19550330,1.2,-2.9,6.9
19550331,2.6,-4.5,7.9
19550401,4.1,0.4,6.3
19550402,4.3,-1.2,10.4
19550403,7.2,3.9,10
19550404,8.1,6,11.4
19550405,10,7.1,14.2
19550406,12.6,7.7,18.9
19550407,9.7,6.2,13.9
19550408,8.8,6.7,10.9
19550409,8.3,4.1,11.8
19550410,7.9,4,10.8
19550411,8.4,5.4,11.9
19550412,9.5,3.2,14.7
19550413,9.6,4.9,13.8
19550414,5.7,2.8,7.8
19550415,6.9,2.4,12.2
19550416,5.7,0.7,11.3
19550417,7.1,-0.6,14.6
19550418,5.3,-0.3,11.8
19550419,5.4,-2.8,12.5
19550420,6,2.1,12.2
19550421,4.6,-0.9,7.2
19550422,4.3,-2.2,9.8
19550423,6.8,3.8,9.7
19550424,5.3,-1.1,8.5
19550425,4.6,-1.8,10
19550426,8.7,0.8,14.3
19550427,11,4.8,16.5
19550428,14.5,9.3,21.1
19550429,18.3,7.4,26.1
19550430,18.1,11.9,23.4
19550501,15.6,11.3,22.2
19550502,12.2,8.3,15.9
19550503,10.4,7.1,13.5
19550504,12,9.2,15.5
19550505,12.3,9.4,16.6
19550506,12,7.8,16.2
19550507,9.4,6.3,12.9
19550508,11.4,5.7,17
19550509,14.2,10.2,21.6
19550510,10.8,4.7,13.9
19550511,7.2,3.6,12
19550512,9,3.1,13.6
19550513,12.3,8.2,15.9
19550514,8.9,4.9,13.1
19550515,6.5,3.5,10.6
19550516,7,3.8,10.7
19550517,11.1,4.5,17.4
19550518,6.9,4,11
19550519,5.9,2.2,9.5
19550520,5.5,1.4,9.4
19550521,5.7,0.9,10.3
19550522,5.5,0.7,9.8
19550523,8.6,1.4,13.6
19550524,11.3,6.1,16.5
19550525,8.7,2.5,15.7
19550526,11.1,6.2,17.5
19550527,9.4,6.4,11.9
19550528,9,6.9,10.9
19550529,13.1,6.7,20.2
19550530,12.6,5.1,20.8
19550531,14.2,7.7,21.9
19550601,14.1,6.7,20.9
19550602,13.2,5.7,19.8
19550603,14.9,5.2,21.3
19550604,16.6,9.2,23.9
19550605,16.4,11.7,21.9
19550606,17.5,10.2,23.5
19550607,16.3,11.3,23.5
19550608,12.5,10.9,15
19550609,11.2,7.3,13.7
19550610,9.7,4.3,14.3
19550611,9.1,3.1,14.6
19550612,11,8.1,15.1
19550613,11.3,9.5,13.7
19550614,12.4,8.6,15.4
19550615,13.3,7.5,16.3
19550616,11.9,5.6,17.2
19550617,11.2,5.9,16.1
19550618,12.5,3.2,19.7
19550619,18.5,7.6,26.5
19550620,17.3,13.9,19.7
19550621,13.8,11,17.7
19550622,15.9,10.7,22.8
19550623,17.3,11.4,22.2
19550624,20.5,NA,NA
19550625,19.4,NA,NA
19550626,16,10,21
19550627,15.5,8.8,20.4
19550628,17.9,9.7,23.8
19550629,15.6,13.5,18.6
19550630,15.4,12.8,19.4
19550701,16.1,12.2,19.8
19550702,15.6,10.4,18.1
19550703,16.4,8.9,22.3
19550704,13.6,9.7,18.1
19550705,12.3,9.9,15
19550706,12.3,9.4,14.9
19550707,15.6,10,20.4
19550708,15.9,12.6,21.4
19550709,19.2,11.9,25.8
19550710,20.2,11.3,27.3
19550711,20.3,15.2,26.2
19550712,22.2,16.6,28.8
19550713,20.4,16.1,25.3
19550714,21.4,17.2,28.2
19550715,22.3,15.4,28.6
19550716,21,15.8,27.1
19550717,22.7,12.9,31.1
19550718,19.4,15.6,24.8
19550719,17.8,13.1,22.2
19550720,16.8,11.9,22.6
19550721,18.2,10.2,24.6
19550722,18,12.9,24
19550723,17.5,12.5,24
19550724,17.9,13.9,23.3
19550725,18,12.6,24
19550726,18.6,11.8,24.8
19550727,18.3,13.1,23.1
19550728,17.6,14.4,22.5
19550729,16.4,12.7,19.5
19550730,15.6,13.6,18
19550731,16.9,13.3,20.4
19550801,18.6,14.1,23.5
19550802,17.2,12.3,22.7
19550803,14.5,11.7,17.5
19550804,16.3,10.8,22.2
19550805,14,8.9,18.1
19550806,16.1,11.2,22.2
19550807,13,10.6,15.7
19550808,13.5,11.6,16.9
19550809,14.5,9.8,21.2
19550810,16.5,9.4,23.2
19550811,18.9,12.9,25.7
19550812,18.5,12.3,24.7
19550813,18.8,14.7,23.4
19550814,17.7,13.1,23.1
19550815,17,13.6,22.1
19550816,17.8,11.5,24.9
19550817,20.2,13.1,26.8
19550818,19.4,16.3,24.7
19550819,19.3,15.9,23.5
19550820,22.2,17,28.7
19550821,22,16.5,28.3
19550822,22.8,14.9,30.4
19550823,22.7,16.1,29.3
19550824,20.3,15.3,26.1
19550825,18.6,11.8,23.9
19550826,19.7,14.7,26.1
19550827,17.9,12.5,26.4
19550828,17.6,10.7,23.8
19550829,18.5,16.1,22.2
19550830,18.7,14,23.5
19550831,17.8,13.9,23.1
19550901,18,14.5,24
19550902,18,14.8,21.2
19550903,17.1,10.5,22.4
19550904,15.7,8.5,22.4
19550905,17.7,12.5,22.8
19550906,15.7,13.9,18.3
19550907,16.1,13.1,19.6
19550908,16.3,11.7,21
19550909,18.1,13.2,24.5
19550910,14.2,10.9,19.2
19550911,15,8.3,20.5
19550912,14.2,11.3,17.6
19550913,12.5,9.2,15.8
19550914,10.6,8.9,13.3
19550915,11.3,8.6,16.3
19550916,13.1,9.3,18
19550917,12.9,8.3,17.4
19550918,12.4,8.1,17
19550919,11.9,6.7,18.3
19550920,13.9,7,21.7
19550921,16.3,9.1,23.9
19550922,17.6,11.9,25.2
19550923,17.6,11.9,25.3
19550924,15.5,10.6,21.6
19550925,15.4,12.5,19.8
19550926,13.1,7.5,17.2
19550927,10,6.3,14.2
19550928,11.1,8.2,15.9
19550929,11.9,7.2,16.7
19550930,13.5,9.1,17.8
19551001,12.1,7.3,16.9
19551002,11.6,6.1,17.7
19551003,12.9,10,17.3
19551004,11.3,7.3,14.8
19551005,9.8,6.8,13.4
19551006,10.2,8.5,13.2
19551007,11.2,8,15.2
19551008,10.4,5.6,15.6
19551009,13.6,9.6,19.3
19551010,12.4,7.8,17.5
19551011,12.8,8.6,19.1
19551012,12.4,7.2,18.7
19551013,10.9,7.6,12.9
19551014,11.5,9.7,12.9
19551015,10.5,2.1,13.7
19551016,5.5,1.8,9.9
19551017,4.6,1.6,8.6
19551018,5.4,2.4,10.1
19551019,6.6,0.5,11
19551020,13.3,9.7,18.8
19551021,11.8,6.7,14.9
19551022,10.3,5.4,16.2
19551023,8.4,6.9,9.8
19551024,7.8,4.7,10.9
19551025,9.4,4.1,12.5
19551026,9.2,5.6,11.9
19551027,5.4,3.2,8.5
19551028,3.9,1.4,6.5
19551029,4.4,-0.3,9.8
19551030,4,0.6,8.5
19551031,2.8,-2.3,8.8
19551101,-0.1,-3.9,6.6
19551102,0.7,-3.2,6.5
19551103,5.3,0.4,10.6
19551104,11.1,6.1,14.9
19551105,12.5,11.1,13.6
19551106,11.6,8.9,14.3
19551107,13,7.5,19.5
19551108,12,9.1,13.9
19551109,10.7,8,12.6
19551110,10,7.7,12.9
